paragraph,Text
<PARAGRAPH 1.>,Scope
<PARAGRAPH 1.1.>,"This Regulation applies: (a) To compulsory and optional devices for indirect vision, set out in the table under Paragraph-15.2.1.1.1. of this Regulation for vehicles of category M and N and to compulsory and optional devices for indirect vision mentioned in Paragraph-15.2.1.1.3. Paragraph-15.2.1.1.4. of this Regulation for vehicles of category L with bodywork at least partly enclosing the driver; (b) To the installation of devices for indirect visions on vehicles of categories M and N and on vehicles of category L with bodywork at least partly enclosing the driver."
<PARAGRAPH 1.2.>,"This Regulation does not apply to devices other than those prescribed under Paragraph-1.1.(a) and their installation, for observing the vision area(s) immediately adjacent to the front and/or the passenger's side of vehicles of category M1, M2, M3, N1 and N2 I. Devices for indirect vision"
<PARAGRAPH 2.>,Definitions For the purposes of this Regulation:
<PARAGRAPH 2.1.>,"""Devices for indirect vision"" means devices intended to give a clear view of the rear, side or front of the vehicle within the fields of vision defined in Paragraph-15.2.4. These can be conventional mirrors, camera-monitors or other devices able to present information about the indirect field of vision to the driver."
<PARAGRAPH 2.1.1.>,"""Mirror"" means any device, excluding devices such as periscopes, intended to give a clear view to the rear, side or front of the vehicle within the fields of vision defined in Paragraph-15.2.4. by means of a reflective surface."
<PARAGRAPH 2.1.1.1.>,"""Interior mirror"" means a device as defined in Paragraph-2.1.1. above, which can be fitted in the passenger compartment of a vehicle."
<PARAGRAPH 2.1.1.2.>,"""Exterior mirror"" means a device as defined in Paragraph-2.1.1. above, which can be mounted on the external surface of a vehicle."
<PARAGRAPH 2.1.1.3.>,"""Surveillance mirror"" means a mirror other than the ones defined in Paragraph-2.1.1. above which can be fitted to the inside or outside of the vehicle in order to provide fields of vision other than those specified in Paragraph-15.2.4. of this Regulation."
<PARAGRAPH 2.1.1.4.>,"""r"" means the average of the radii of curvature measured over the reflecting surface, in accordance with the method described in Annex-7."
<PARAGRAPH 2.1.1.5.>,"""The principal radii of curvature at one point on the reflecting surface (ri)"" means the values obtained with the apparatus defined in Annex-7, measured on the arc of the reflecting surface passing through the centre of this surface parallel to the segment b, as defined in Paragraph-6.1.2.1.2.1. of this Regulation and on the arc perpendicular to this segment."
<PARAGRAPH 2.1.1.6.>,"""The radius of curvature at one point on the reflecting surface (rp)"" means the arithmetical average of the principal radii of curvature ri and , i.e.:"
<PARAGRAPH 2.1.1.7.>,"""Spherical surface"" means a surface, which has a constant and equal radius in all directions."
<PARAGRAPH 2.1.1.8.>,"""Aspherical surface"" means a surface, which has only in one plane a constant radius."
<PARAGRAPH 2.1.1.9.>,"""Aspherical mirror"" means a mirror composed of a spherical and an aspherical part, in which the transition of the reflecting surface from the spherical to the aspherical part has to be marked. The curvature of the main axis of the mirror is defined in the x/y coordinate system defined by the radius of the spherical primary calotte with: Where: R: nominal radius in the spherical part k: constant for the change of curvature a: constant for the spherical size of the spherical primary calotte"
<PARAGRAPH 2.1.1.10.>,"""Centre of the reflecting surface"" means the centre of the visible area of the reflecting surface."
<PARAGRAPH 2.1.1.11.>,"""The radius of curvature of the constituent parts of the mirror"" means the radius ""c"" of the arc of the circle which most closely approximates to the curved form of the part in question."
<PARAGRAPH 2.1.2.>,"""Camera-monitor system (CMS)"" means a device for indirect vision as defined in Paragraph-2.1., where the field of vision is obtained by means of a camera-monitor combination as defined in Paragraph-2.1.2.1. Paragraph-2.1.2.2. below."
<PARAGRAPH 2.1.2.1.>,"""Camera"" means a device that renders an image of the outside world and then converts this image into a signal (e.g. video signal)."
<PARAGRAPH 2.1.2.2.>,"""Monitor"" means a device that converts a signal into images that are rendered into the visual spectrum."
<PARAGRAPH 2.1.3.>,"""Other devices for indirect vision"" means devices as defined in Paragraph-2.1. above, where the field of vision is not obtained by means of a mirror or a camera-monitor device."
